ID,SKU,Name,Old Categories,New Categories,Status
6326,7910401,KEMPER 4 m Flexible Exhaust Arm with Hose (7910401),Welding Fume Extraction > Kemper Fume Extraction Equipment > Kemper Spares & Accessories > Kemper Exhaust Arms & Hoods,FUME EXTRACTION > Kemper Mobile & Hi-Vac Extraction > Kemper Spares & Accessories,MAPPED
6327,BW600B,Oxygen Welding Hose (Unfitted) - 6 mm x 50 m,Gas Delivery & Control > Welding Gas Hoses > Oxy Fuel Hoses > Welding Hoses - Bulk Coils,"GAS & OXY-FUEL > Gas Hoses, Fittings & Storage",MAPPED
6329,BW600R,Acetylene Welding Hose (Unfitted) - 6 mm x 50 m,Gas Delivery & Control > Welding Gas Hoses > Oxy Fuel Hoses > Welding Hoses - Bulk Coils,"GAS & OXY-FUEL > Gas Hoses, Fittings & Storage",MAPPED
6330,BW600PRP,Propane Welding Hose (Unfitted) - 6 mm x 50 m,Gas Delivery & Control > Welding Gas Hoses > Oxy Fuel Hoses > Welding Hoses - Bulk Coils,"GAS & OXY-FUEL > Gas Hoses, Fittings & Storage",MAPPED
6331,BW800B,Oxygen Welding Hose (Unfitted) - 8 mm x 50 m,Gas Delivery & Control > Welding Gas Hoses > Oxy Fuel Hoses > Welding Hoses - Bulk Coils,"GAS & OXY-FUEL > Gas Hoses, Fittings & Storage",MAPPED
6332,BW1000B,Oxygen Welding Hose - 10 mm x 50 m,Gas Delivery & Control > Welding Gas Hoses > Oxy Fuel Hoses > Welding Hoses - Bulk Coils,"GAS & OXY-FUEL > Gas Hoses, Fittings & Storage",MAPPED
6333,BW800R,Acetylene Welding Hose (Unfitted)- 8 mm x 50 m,Gas Delivery & Control > Welding Gas Hoses > Oxy Fuel Hoses > Welding Hoses - Bulk Coils,"GAS & OXY-FUEL > Gas Hoses, Fittings & Storage",MAPPED
6334,BW800BPRP,Unfitted Propane Welding Cutting Hose - 8 mm x 50 m,Gas Delivery & Control > Welding Gas Hoses > Oxy Fuel Hoses > Welding Hoses - Bulk Coils,"GAS & OXY-FUEL > Gas Hoses, Fittings & Storage",MAPPED
6335,BW1000R,Unfitted Acetylene Welding Hose - 10 mm x 50 m,Gas Delivery & Control > Welding Gas Hoses > Oxy Fuel Hoses > Welding Hoses - Bulk Coils,"GAS & OXY-FUEL > Gas Hoses, Fittings & Storage",MAPPED
6336,BW1000PRP,Unfitted Propane Welding Cutting Hose - 10 mm x 50 m,Gas Delivery & Control > Welding Gas Hoses > Oxy Fuel Hoses > Welding Hoses - Bulk Coils,"GAS & OXY-FUEL > Gas Hoses, Fittings & Storage",MAPPED
6337,1457,Welding Booth Complete (6' x 6' x 6'),Safety Equipment > Welding Screens & Curtains > Welding Curtains & Frames - Standard,SAFETY & PPE > Welding Workspace Safety > Welding Screens & Curtains,MAPPED
6350,4VICE/SWB100,"SG Engineer's Bench Vice - Cast Iron - 4"" (100mm) - with Swivel Base",Welding Tools & Benches > Welding Benches & Tables > Heavy Duty Welding Benches > Welding Bench Accessories,WELDING WORKSHOP > Welding Benches & Tables > Bench Accessories,MAPPED
6352,5VICE/SWB125,"SG Engineer's Vice - Cast Iron - 5"" (125 mm) - with Swivel Base",Welding Tools & Benches > Welding Benches & Tables > Heavy Duty Welding Benches > Welding Bench Accessories,WELDING WORKSHOP > Welding Benches & Tables > Bench Accessories,MAPPED
6353,6VICE/SWB150,"SG Engineer's Bench Vice - Cast Iron - 6"" (150mm) - with Swivel Base",Welding Tools & Benches > Welding Benches & Tables > Heavy Duty Welding Benches > Welding Bench Accessories,WELDING WORKSHOP > Welding Benches & Tables > Bench Accessories,MAPPED
6354,8VICE,"SG Engineer's Bench Vice - Cast Iron - 8"" (200mm)",Welding Tools & Benches > Welding Benches & Tables > Heavy Duty Welding Benches > Welding Bench Accessories,WELDING WORKSHOP > Welding Benches & Tables > Bench Accessories,MAPPED
6355,CUP5DMD,Welders Bench Cupboard Unit - 5 Drawer,Welding Tools & Benches > Welding Benches & Tables > Heavy Duty Welding Benches > Welding Bench Accessories,WELDING WORKSHOP > Welding Benches & Tables > Bench Accessories,MAPPED
6357,EXTCUP,Extra Welding Bench Cupboard,Welding Tools & Benches > Welding Benches & Tables > Heavy Duty Welding Benches > Welding Bench Accessories,WELDING WORKSHOP > Welding Benches & Tables > Bench Accessories,MAPPED
6358,MTT1,Mobile Tool Cabinet - 2 Cupboards - 920 x 460 mm,Welding Tools & Benches > Tool Kit Sets & Cabinets > Tool Boxes & Cabinets,WELDING WORKSHOP > Welding Tools & Equipment > Tool Kit Sets & Cabinets,MAPPED
6360,MTT4,Mobile Tool Cabinet - 2 Cupboards with Drawers - 920 x 460 mm,Welding Tools & Benches > Tool Kit Sets & Cabinets > Tool Boxes & Cabinets,WELDING WORKSHOP > Welding Tools & Equipment > Tool Kit Sets & Cabinets,MAPPED
6362,MTT3,Mobile Tool Cabinet (Cupboard & 5 Drawer Unit) - 920 x 460 mm,Welding Tools & Benches > Tool Kit Sets & Cabinets > Tool Boxes & Cabinets,WELDING WORKSHOP > Welding Tools & Equipment > Tool Kit Sets & Cabinets,MAPPED
6364,MTT5,Mobile Tool Cabinet - 2 x 5 Drawer Cupboards - 920 x 460 mm,Welding Tools & Benches > Tool Kit Sets & Cabinets > Tool Boxes & Cabinets,WELDING WORKSHOP > Welding Tools & Equipment > Tool Kit Sets & Cabinets,MAPPED
6366,MTT2,Mobile Tool Cabinet (2 Cupboards & Drawer) - 920 x 460 mm,Welding Tools & Benches > Tool Kit Sets & Cabinets > Tool Boxes & Cabinets,WELDING WORKSHOP > Welding Tools & Equipment > Tool Kit Sets & Cabinets,MAPPED
6368,8.21E+11,KEMPER Rotating Nozzle - Wall‑Mounted or Mobile Cartridge Filter,Welding Fume Extraction > Kemper Fume Extraction Equipment > Kemper Spares & Accessories > Kemper Misc Parts & Accessories,FUME EXTRACTION > Kemper Mobile & Hi-Vac Extraction > Kemper Spares & Accessories,MAPPED
6370,P-501220,Osprey Gravity Spray Gun 2.0 mm,Air Tools & Compressors > Air Tools > Paint Spray Guns & Accessories,WELDING WORKSHOP > Air Tools & Compressors > Paint Spray Guns,MAPPED
6373,7523,Tecna 7523 Spot Welding Electrodes,Welding Equipment > Spot Welders > Spot Welding Electrodes > Tecna Pedestal Spot Welding Electrodes,WELDING MACHINES > Specialist Welding Equipment > Spot Welding Electrodes,MAPPED
6375,AC58S4,Airkube Supplied Air Regulator c/w Navitek Red,Safety Equipment > Welding Helmets & Masks > Welding Helmets,SAFETY & PPE > Welding Helmets & Eye Protection > Auto-Darkening Welding Helmets,MAPPED
6377,AVFCC14,Triple Filter Unit for Weltek AirCube,Safety Equipment > Welding Helmets & Masks > Welding Helmet Spares,SAFETY & PPE > Welding Helmets & Eye Protection > Welding Helmet Spares,MAPPED
6378,CODE-BLACK-JACKET-WWVP,Tusker Code Black Leather Welding Jacket,Safety Equipment > Welding Clothing > Welding Jackets,SAFETY & PPE > Welding Protective Clothing > Welding Jackets,MAPPED
6383,PROBAN-BACKED-CODE-BLACK-JACKET-WWVP,Tusker Code Black Proban Backed Leather Jacket,Safety Equipment > Welding Clothing > Welding Jackets,SAFETY & PPE > Welding Protective Clothing > Welding Jackets,MAPPED
6389,CB8B,Tusker Code Black Welders Apron & Chaps,Safety Equipment > Welding Clothing > Welding Aprons,SAFETY & PPE > Welding Protective Clothing > Welding Aprons,MAPPED
6391,CB9A,Tusker Code Black Welders Apron,Safety Equipment > Welding Clothing > Welding Aprons,SAFETY & PPE > Welding Protective Clothing > Welding Aprons,MAPPED
6392,CB11D,Tusker Full Length Welding Sleeves - Ultimate Protection,Safety Equipment > Welding Clothing > Welding Capes & Sleeves,SAFETY & PPE > Welding Protective Clothing > Welding Capes & Sleeves,MAPPED
6393,CB4/S,Tusker Welding Cape and Sleeves - Ultimate Protection - Small Size,Safety Equipment > Welding Clothing > Welding Capes & Sleeves,SAFETY & PPE > Welding Protective Clothing > Welding Capes & Sleeves,MAPPED
6395,CB4/M,Tusker Welding Cape and Sleeves - Ultimate Protection - Medium Size,Safety Equipment > Welding Clothing > Welding Capes & Sleeves,SAFETY & PPE > Welding Protective Clothing > Welding Capes & Sleeves,MAPPED
6396,CB4/L,Tusker Welding Cape and Sleeves - Ultimate Protection - Large Size,Safety Equipment > Welding Clothing > Welding Capes & Sleeves,SAFETY & PPE > Welding Protective Clothing > Welding Capes & Sleeves,MAPPED
6397,CB4/XL,Tusker Welding Cape & Sleeves - Ultimate Protection - XL,Safety Equipment > Welding Clothing > Welding Capes & Sleeves,SAFETY & PPE > Welding Protective Clothing > Welding Capes & Sleeves,MAPPED
6398,CB4/2XL,Tusker Welding Cape and Sleeves - Ultimate Protection - Size 2XL,Safety Equipment > Welding Clothing > Welding Capes & Sleeves,SAFETY & PPE > Welding Protective Clothing > Welding Capes & Sleeves,MAPPED
6399,CB19,FlexiMask Code Black Ultimate Protection with Shade 10 Lens,Safety Equipment > Welding Helmets & Masks > Welding Masks,SAFETY & PPE > Welding Helmets & Eye Protection > Welding Masks,MAPPED
6403,RZ3595TA,TIG Adaptor 39-95 DIN Type (RZ3595TA),Welding Consumables & Supplies > TIG Welding Supplies > TIG Torches & Spare Parts > TIG Torch Adaptors & Switches > TIG Torch Adaptors,TIG WELDING > TIG Welding Torches & Tungsten > TIG Torch Adaptors,MAPPED
6406,RZ1625TA,TIG Adaptor 16-25 DIN Type (RZ1625TA),Welding Consumables & Supplies > TIG Welding Supplies > TIG Torches & Spare Parts > TIG Torch Adaptors & Switches > TIG Torch Adaptors,TIG WELDING > TIG Welding Torches & Tungsten > TIG Torch Adaptors,MAPPED
6407,CC113594,"Apachi Nozzle x 1/32""",Welding Equipment,WELDING MACHINES > Welding Machines,MAPPED
6408,CC113589,"Apachi Nozzle x 3/64""",Welding Equipment,WELDING MACHINES > Welding Machines,MAPPED
6409,CC113584,"Apachi Nozzle x 1/16""",Welding Equipment,WELDING MACHINES > Welding Machines,MAPPED
6410,CC113591,"Apachi Nozzle x 5/64""",Welding Equipment,WELDING MACHINES > Welding Machines,MAPPED
6411,CC113593,"Apachi Nozzle x 3/32""",Welding Equipment,WELDING MACHINES > Welding Machines,MAPPED
6412,CC113595,"Apachi Nozzle x 1/8""",Welding Equipment,WELDING MACHINES > Welding Machines,MAPPED
6415,0330-0007,Victor Cutting Nozzle - Series 1 - Type 101 - Acetylene Cutting Tip - Size 4,Gas & Plasma Cutting Machines > Cutting & Gouging Nozzles > Oxy/Acetylene Cutting Nozzles ANME > Victor Cutting Nozzles,PLASMA CUTTING > Oxy-Fuel Cutting Nozzles > Victor Cutting Nozzles,MAPPED
6417,0330-0005,Victor Cutting Nozzle - Series 1 - Type 101 - Acetylene Cutting Tip - Size 1,Gas & Plasma Cutting Machines > Cutting & Gouging Nozzles > Oxy/Acetylene Cutting Nozzles ANME > Victor Cutting Nozzles,PLASMA CUTTING > Oxy-Fuel Cutting Nozzles > Victor Cutting Nozzles,MAPPED
6418,0330-0006,Victor Cutting Nozzle - Series 1 - Type 101 - Acetylene Cutting Tip - Size 2,Gas & Plasma Cutting Machines > Cutting & Gouging Nozzles > Oxy/Acetylene Cutting Nozzles ANME > Victor Cutting Nozzles,PLASMA CUTTING > Oxy-Fuel Cutting Nozzles > Victor Cutting Nozzles,MAPPED
6419,0330-0004,Victor Cutting Nozzle - Series 1 - Type 101 - Acetylene Cutting Tip - Size 00,Gas & Plasma Cutting Machines > Cutting & Gouging Nozzles > Oxy/Acetylene Cutting Nozzles ANME > Victor Cutting Nozzles,PLASMA CUTTING > Oxy-Fuel Cutting Nozzles > Victor Cutting Nozzles,MAPPED
6420,390 200,KEMPER AirWatch Air Monitoring System (390 200),Welding Fume Extraction > Kemper Clean Air Systems > Kemper Airwatch,FUME EXTRACTION > Kemper Filtration Systems > Kemper Airwatch,MAPPED
6425,WIK02065,Tech-Master 0-20bar Gauge 1/4NPT Male Inlet (30bar Full Scale),Gas Delivery & Control > Gas Changeover Manifold Panels > Manifold & Regulator Parts/Connectors,"GAS & OXY-FUEL > Gas Hoses, Fittings & Storage > Manifold Panels",MAPPED
6427,EP282200,Mustang Safety Spectacle Clear,Safety Equipment > Protective Eyewear > Safety Spectacles,SAFETY & PPE > Welding Helmets & Eye Protection > Safety Spectacles,MAPPED
6429,EP282206,Mustang Safety Spectacle Blue Mirror,Safety Equipment > Protective Eyewear > Safety Spectacles,SAFETY & PPE > Welding Helmets & Eye Protection > Safety Spectacles,MAPPED
6436,3960015725,Tech Master 2X1 Two Stage Manual Manifold System (3960015725),Gas Delivery & Control > Gas Changeover Manifold Panels > Manifold & Regulator Parts/Connectors,"GAS & OXY-FUEL > Gas Hoses, Fittings & Storage > Manifold Panels",MAPPED
6438,3960006020,Tech Master Outlet Point Wall Mount (3960006020),Gas Delivery & Control > Gas Control Outlet Points/Panels > Bench & Wall Mounted Outlet Points,GAS & OXY-FUEL > Gas Regulators & Delivery,MAPPED
6439,3960000387,Tech-Master Outlet Point Regulator 1/4NPT Rear Entry 0-10bar 3/8BSP Right Hand Male Outlet Connection - GPP400-02-05-00-01-004-07-A,Gas Delivery & Control > Gas Control Outlet Points/Panels > Outlet Point Gas Regulators,GAS & OXY-FUEL > Gas Regulators & Delivery,MAPPED
6440,CTB306SHD-WWVP,Cutting Tool 30 Deg Heavy Duty (Set of 3),Pipe Welding & Cutting Equipment > Pipe Cutting Equipment > Pipe Bevelling Machines & Tools > Pipe Prep Blades,PIPE WELDING > Pipe Cutting & Preparation > Pipe Bevelling Machines,MAPPED
6442,CTB376HD-WWVP,Cutting Tool 37.5 Deg Heavy Duty (Set of 3),Pipe Welding & Cutting Equipment > Pipe Cutting Equipment > Pipe Bevelling Machines & Tools > Pipe Prep Blades,PIPE WELDING > Pipe Cutting & Preparation > Pipe Bevelling Machines,MAPPED
6443,CTF906HD-WWVP,Cutting Tool Facing 90 Deg Heavy Duty Double Sided (Set of 3),Pipe Welding & Cutting Equipment > Pipe Cutting Equipment > Pipe Bevelling Machines & Tools > Pipe Prep Blades,PIPE WELDING > Pipe Cutting & Preparation > Pipe Bevelling Machines,MAPPED
6444,CTIB156HD-WWVP,Cutting Tool Internal Bevel 15 Deg Heavy Duty (Set of 3),Pipe Welding & Cutting Equipment > Pipe Cutting Equipment > Pipe Bevelling Machines & Tools > Pipe Prep Blades,PIPE WELDING > Pipe Cutting & Preparation > Pipe Bevelling Machines,MAPPED
6445,UC02524,Cutting Tool Bevel 30 Deg Heavy Duty,Pipe Welding & Cutting Equipment > Pipe Cutting Equipment > Pipe Bevelling Machines & Tools > Pipe Prep Blades,PIPE WELDING > Pipe Cutting & Preparation > Pipe Bevelling Machines,MAPPED
6447,UC02601,Cutting Tool Bevel 37.5 Deg 10mm Thick Heavy Duty,Pipe Welding & Cutting Equipment > Pipe Cutting Equipment > Pipe Bevelling Machines & Tools > Pipe Prep Blades,PIPE WELDING > Pipe Cutting & Preparation > Pipe Bevelling Machines,MAPPED
6448,UC01407,Cutting Tool Bevel 45 Deg 6mm Thick Heavy Duty,Pipe Welding & Cutting Equipment > Pipe Cutting Equipment > Pipe Bevelling Machines & Tools > Pipe Prep Blades,PIPE WELDING > Pipe Cutting & Preparation > Pipe Bevelling Machines,MAPPED
6451,RE904050,Siftrode Cut Welding Electrodes 5kg - 4.0mm,,,NO_CATEGORY
6453,7607,7018 - Vpack Low Hydrogen Electrode 5kg - 4.0mm,,,NO_CATEGORY
6459,RE852501,Siftrode 7016 Spezial Welding Electrodes 1.5kg - 2.5mm,,,NO_CATEGORY
6460,RE853201,Siftrode 7016 Spezial Welding Electrodes 1.5kg - 3.2mm,,,NO_CATEGORY
6461,RE854001,Siftrode 7016 Spezial Welding Electrodes 1.5kg - 4.0mm,,,NO_CATEGORY
6465,79 206,KEMPER Welding Fume Flexible Exhaust Arm - 2‑Joint - 6 Metre Arm,,,NO_CATEGORY
6467,79 007,KEMPER Welding Fume Flexible Exhaust Arm - 2‑Joint - 7 Metre Arm,,,NO_CATEGORY
6468,79 205,KEMPER Welding Fume Flexible Exhaust Arm - 2‑Joint - 5 Metre Arm,,,NO_CATEGORY
6470,EZPCGB52,"Manual Pipe Cutter Guide Band for 52"" O/D Pipe",Pipe Welding & Cutting Equipment > Pipe Cutting Equipment > Pipe Cutting Machines > Manual Pipe Cutting Machine Spares,PIPE WELDING > Pipe Cutting & Preparation > Pipe Cutting Machine Spares,MAPPED
6471,FXPAPR180,Phantom Fresh Air Fed Welding System with ADF Helmet (FXPAPR180),Welding Equipment,WELDING MACHINES > Welding Machines,MAPPED
6473,60500,Jasic PT-100 Plasma Torch Retaining Cap 30 - 70A,Gas & Plasma Cutting Machines > Plasma Cutting Equipment > Jasic Plasma Cutter Spares,PLASMA CUTTING > Plasma Cutting Machines > Jasic Plasma Spares,MAPPED
6474,60444,PT-100 Double Pointed Spacer,Gas & Plasma Cutting Machines > Plasma Cutting Equipment > Jasic Plasma Cutter Spares,PLASMA CUTTING > Plasma Cutting Machines > Jasic Plasma Spares,MAPPED
6475,60025,Jasic PT-100 Gas Distributor (Swirl Ring) 30 - 70A,Gas & Plasma Cutting Machines > Plasma Cutting Equipment > Jasic Plasma Cutter Spares,PLASMA CUTTING > Plasma Cutting Machines > Jasic Plasma Spares,MAPPED
6476,51245.09,Jasic PT100 Plasma Cutting Tips 0.9 mm,Gas & Plasma Cutting Machines > Plasma Cutting Equipment > Jasic Plasma Cutter Spares,PLASMA CUTTING > Plasma Cutting Machines > Jasic Plasma Spares,MAPPED
6477,51248.15,PT100 Plasma Cutting Tips 1.5,Gas & Plasma Cutting Machines > Plasma Cutting Equipment > Jasic Plasma Cutter Spares,PLASMA CUTTING > Plasma Cutting Machines > Jasic Plasma Spares,MAPPED
6478,60026,Jasic PT-100 Plasma Torch Gas Distributor (Swirl Ring) 80 - 120A,Gas & Plasma Cutting Machines > Plasma Cutting Equipment > Jasic Plasma Cutter Spares,PLASMA CUTTING > Plasma Cutting Machines > Jasic Plasma Spares,MAPPED
6479,51246.1,Jasic PT100 Plasma Cutting Tips 1.0 mm,Gas & Plasma Cutting Machines > Plasma Cutting Equipment > Jasic Plasma Cutter Spares,PLASMA CUTTING > Plasma Cutting Machines > Jasic Plasma Spares,MAPPED
6480,51246.11,Jasic PT100 Plasma Cutting Tips 1.1 mm,Gas & Plasma Cutting Machines > Plasma Cutting Equipment > Jasic Plasma Cutter Spares,PLASMA CUTTING > Plasma Cutting Machines > Jasic Plasma Spares,MAPPED
6481,51248.14,Jasic PT100 Plasma Torch Cutting Tips 1.4 mm,Gas & Plasma Cutting Machines > Plasma Cutting Equipment > Jasic Plasma Cutter Spares,PLASMA CUTTING > Plasma Cutting Machines > Jasic Plasma Spares,MAPPED
6482,51246.12,Jasic PT100 Plasma Cutting Tips 1.2 mm,Gas & Plasma Cutting Machines > Plasma Cutting Equipment > Jasic Plasma Cutter Spares,PLASMA CUTTING > Plasma Cutting Machines > Jasic Plasma Spares,MAPPED
6483,60501,Jasic PT-100 Plasma Torch Retaining Cap 80 - 100A,Gas & Plasma Cutting Machines > Plasma Cutting Equipment > Jasic Plasma Cutter Spares,PLASMA CUTTING > Plasma Cutting Machines > Jasic Plasma Spares,MAPPED
6486,09637/LG,Jasic PT-60 Plasma Cutting Torch x 6 m,Gas & Plasma Cutting Machines > Plasma Cutting Equipment > Jasic Plasma Cutter Spares,PLASMA CUTTING > Plasma Cutting Machines > Jasic Plasma Spares,MAPPED
6488,09721/LG,Jasic PT100 Plasma Cutting Torch x 6 m,Gas & Plasma Cutting Machines > Plasma Cutting Equipment > Jasic Plasma Cutter Spares,PLASMA CUTTING > Plasma Cutting Machines > Jasic Plasma Spares,MAPPED
6492,8100552,Magswitch Magnetic Earth Clamp 800 Amp (8100552),"Welding Consumables & Supplies > MMA/ARC Welding Supplies > Earth Clamps, Welding Tools & Benches > Magnetic Welding Positioners > Magswitch Magnetic Earth Clamps","ARC WELDING > Welding Cable & Connectors > Earth Clamps, WELDING WORKSHOP > Welding Tools & Equipment > Magnetic Welding Positioners",MAPPED
6494,9180-10,Anti-Vibration Work Gloves - 9180 Series - 10/XL,Safety Equipment > Welding Gloves & Gauntlets,SAFETY & PPE > Welding Protective Clothing > Welding Gloves & Gauntlets,MAPPED
6496,D26414,De-Walt 1600W Heat Gun with LED Screen (D26414) - DISCONTINUED,Welding Equipment,WELDING MACHINES > Welding Machines,MAPPED
6499,SWPD116-08,Cutting Tips for Sif Weld Cut 40 - 0.8mm - Pack of 10 (DISCONTINUED),Gas & Plasma Cutting Machines > Plasma Cutting Equipment > Plasma Torch Spares > Weldability Plasma Cutter Spares > Sif Weld Cut 40 Spares,PLASMA CUTTING > Plasma Cutting Machines > Sif Weld Cut 40 Spares,MAPPED
6506,RO553201,Aluminium Solder - 555 Al Solder Self-Fluxing - 3 mm - 1 Kg,Welding Equipment > Oxy-Fuel Equipment > Oxy-Acetylene Welding Rods > Oxy-Acetylene Welding Rods - Aluminium,GAS & OXY-FUEL > Oxy-Fuel Welding Rods > Aluminium Welding Rods,MAPPED
6508,18828-WWVP,Surecool Welder Water Cooler - 5B,Welding Equipment > Welder Water Coolers,TIG WELDING > TIG Welding Accessories > Welder Water Coolers,MAPPED
6509,82 400,KEMPER VacuFil 125i Hi Vacuum Fume Extraction Unit (82 400) DISCONTINUED,"Welding Fume Extraction > Kemper Fume Extraction Equipment > Kemper Hi Vacuum Fume Extraction, Offers & Deals","FUME EXTRACTION > Kemper Mobile & Hi-Vac Extraction > Kemper Hi-Vacuum Extraction, RED BANNER STRIP > Offers Banner > Shop our latest offers & deals",MAPPED
6511,HRPW100/18,"Pipe Wrap - Various Sizes - 500mm - 18""",,,NO_CATEGORY
6512,HRPW100/4,"Pipe Wrap - Various Sizes - 1m - 16""",,,NO_CATEGORY
6513,HRPW100/6,"Pipe Wrap - Various Sizes - 1m - 24""",,,NO_CATEGORY
6514,HRPW100/3,"Pipe Wrap - Various Sizes - 1m - 8""",,,NO_CATEGORY
6515,HRPW100/10,"Pipe Wrap - Various Sizes - 1m - 2""",,,NO_CATEGORY
6516,DA6003814SLH,"Straight Adaptor 3/8""-1/4"" Left Hand",Gas Delivery & Control > Gas Hose and Regulator Fittings > Hose Fittings > Hose Couplers > Straight Adaptors,"GAS & OXY-FUEL > Gas Hoses, Fittings & Storage > Hose Fittings & Couplers",MAPPED
6517,DA6003814SRH,"Straight Adaptor 3/8""-1/4"" Right Hand",Gas Delivery & Control > Gas Hose and Regulator Fittings > Hose Fittings > Hose Couplers > Straight Adaptors,"GAS & OXY-FUEL > Gas Hoses, Fittings & Storage > Hose Fittings & Couplers",MAPPED
6520,FS600F,"Flange Squares - 24 x 24"" (600 x 600 mm)",,,NO_CATEGORY
6521,EZG5,"EZ Fit Gold Pipe Alignment Clamp - 1 to 14"" (25 - 270 mm) - 2"" to 5""",,,NO_CATEGORY
6527,JT-315MWD-WC,Jasic TIG 315P Multi-Wave Digital Water Cooled Package (JT-315MWD-WC),Welding Equipment > TIG Welders,TIG WELDING > TIG Welding Machines,MAPPED
6544,950/MB,TIG Micro Switch SW1,Welding Consumables & Supplies > TIG Welding Supplies > TIG Torches & Spare Parts > TIG Torch Adaptors & Switches > TIG Torch Adaptors,TIG WELDING > TIG Welding Torches & Tungsten > TIG Torch Adaptors,MAPPED
6546,GCS06165,"Hose - 1800 mm - 3/8"" Female RH x 5/8"" Male RH with Heat Sink",Gas Delivery & Control > Welding Gas Hoses > Gas Arc High Pressure Gas Hoses > Oxygen High Pressure Flexible Gas Hoses,"GAS & OXY-FUEL > Gas Hoses, Fittings & Storage > High Pressure Gas Hoses",MAPPED
6547,LGL500-02-02-00-01-000-00,Lab Master LGL500 Single Stage Diaphragm Line Regulator - 1.5 bar,Gas Delivery & Control > Gas Control Outlet Points/Panels > Outlet Point Gas Regulators > LGL500 Outlet Point Gas Regulators,GAS & OXY-FUEL > Gas Regulators & Delivery,MAPPED
6548,LGL500-02-03-00-01-000-00,Lab Master LGL500 Single Stage Diaphragm Line Regulator - 3.5 bar,Gas Delivery & Control > Gas Control Outlet Points/Panels > Outlet Point Gas Regulators > LGL500 Outlet Point Gas Regulators,GAS & OXY-FUEL > Gas Regulators & Delivery,MAPPED
6549,LGL500-02-04-00-01-000-00,Lab Master LGL500 Single Stage Diaphragm Line Regulator - 6.0 bar,Gas Delivery & Control > Gas Control Outlet Points/Panels > Outlet Point Gas Regulators > LGL500 Outlet Point Gas Regulators,GAS & OXY-FUEL > Gas Regulators & Delivery,MAPPED
6550,3960001629,"Lab Master 4-Port Single Stage Diaphragm Line Regulator - Inlet: 0-60 bar / Outlet: 0-10 bar - 1/4"" NPT Female Connections",Gas Delivery & Control > Gas Control Outlet Points/Panels > Outlet Point Gas Regulators > LGL500 Outlet Point Gas Regulators,GAS & OXY-FUEL > Gas Regulators & Delivery,MAPPED
6551,ESF4006,Chrome Leather Welding Spats,Safety Equipment > Welding Clothing > Welding Trousers & Spats,SAFETY & PPE > Welding Protective Clothing > Welding Trousers & Spats,MAPPED
6555,ET2113L,Stepped Pipe Wedge - Large DISCONTINUED,Pipe Welding & Cutting Equipment > Pipe Welding Tools & Accessories > Pipe Measuring & Marking Tools,PIPE WELDING > Pipe Welding Accessories > Measuring & Marking Tools,MAPPED
6556,ET2113M,Stepped Pipe Wedge - Medium,Welding Equipment,WELDING MACHINES > Welding Machines,MAPPED
6557,CR58S13,Navitek Red Airfed Welding/Grinding System - S13,Safety Equipment > Welding Helmets & Masks > Welding Helmets,SAFETY & PPE > Welding Helmets & Eye Protection > Auto-Darkening Welding Helmets,MAPPED
6560,99973,Welding Fume Extraction - LEV &amp; COSHH Testing - Single Machine,Welding Fume Extraction,FUME EXTRACTION > Kemper Mobile & Hi-Vac Extraction,MAPPED
6562,CCR30,"Ratchet Cage Clamp - 10"" to 60"" - 30""",,,NO_CATEGORY
6563,CCR28,"Ratchet Cage Clamp - 10"" to 60"" - 28""",,,NO_CATEGORY
6566,CCR24,"Ratchet Cage Clamp - 10"" to 60"" - 24""",,,NO_CATEGORY
6567,CCR20,"Ratchet Cage Clamp - 10"" to 60"" - 20""",,,NO_CATEGORY
6568,CCR18,"Ratchet Cage Clamp - 10"" to 60"" - 18""",,,NO_CATEGORY
6569,CCR16,"Ratchet Cage Clamp - 10"" to 60"" - 16""",,,NO_CATEGORY
6570,CCR14,"Ratchet Cage Clamp - 10"" to 60"" - 14""",,,NO_CATEGORY
6571,CCR12,"Ratchet Cage Clamp - 10"" to 60"" - 12""",,,NO_CATEGORY
6573,577726,"3M™ Speedglas™ 9100 MP Helmet, with Welding Filter","Offers & Deals, Safety Equipment > Welding Helmets & Masks > Welding Helmets","RED BANNER STRIP > Offers Banner > Shop our latest offers & deals, SAFETY & PPE > Welding Helmets & Eye Protection > Auto-Darkening Welding Helmets",MAPPED
6575,CR7700-JC,Spare Head Top for Navitek CR7700 Grinding PAPR,Safety Equipment > Welding Helmets & Masks > Welding Helmet Spares,SAFETY & PPE > Welding Helmets & Eye Protection > Welding Helmet Spares,MAPPED
6576,AS11,"Aluminium Expanding Pipe Stoppers 1.5"" to 24"" - 11""",,,NO_CATEGORY
6577,BL08-6577,Inner Lens 103 x 53.5mm (Jasic ADF Helmet - BL08),Safety Equipment > Welding Helmets & Masks > Welding Helmet Spares,SAFETY & PPE > Welding Helmets & Eye Protection > Welding Helmet Spares,MAPPED
6579,CR08-6579,Outer Lens for Jasic True Colour Welding Helmet (CR08),Safety Equipment > Welding Helmets & Masks > Welding Helmet Spares,SAFETY & PPE > Welding Helmets & Eye Protection > Welding Helmet Spares,MAPPED
